File ID,English_name,Vocalization_type,Quality,Time,Date,X,Y,Representative
345563,Rose-crested Blue Pipit,call,B,14:18,01/03/2016,128,118,
345562,Rose-crested Blue Pipit,call,B,08:53,03/31/2015,157,124,
345561,Rose-crested Blue Pipit,call,B,13:01,12/25/2015,110,120,
345560,Rose-crested Blue Pipit,call,B,11:41,12/25/2015,154,127,
345559,Rose-crested Blue Pipit,call,B,11:40,12/25/2015,85,134,
345558,Rose-crested Blue Pipit,call,B,11:40,12/25/2015,150,110,
345557,Rose-crested Blue Pipit,call,B,11:39,12/25/2015,153,113,
345556,Rose-crested Blue Pipit,call,B,07:44,08/10/2015,152,121,
345555,Rose-crested Blue Pipit,call,B,07:32,08/10/2015,26,133,
345554,Rose-crested Blue Pipit,song,B,08:59,08/09/2015,47,58,
345553,Rose-crested Blue Pipit,song,B,09:38,04/20/2015,133,116,
345552,Rose-crested Blue Pipit,song,B,09:34,04/20/2015,135,118,
345550,Rose-crested Blue Pipit,call,B,14:39,01/03/2016,62,67,
344091,Rose-crested Blue Pipit,song,B,07:00,05/26/2007,139,148,
344090,Rose-crested Blue Pipit,song,B,07:00,06/01/2015,147,119,
342729,Rose-crested Blue Pipit,call,B,10:35,11/13/2016,116,132,
342417,Rose-crested Blue Pipit,call,B,10:00,11/11/2016,136,130,
339833,Rose-crested Blue Pipit,call,B,12:30,10/23/2016,149,118,
339832,Rose-crested Blue Pipit,call,B,12:30,10/23/2016,149,111,
324018,Rose-crested Blue Pipit,song,B,07:30,06/09/2016,150,120,
320496,Rose-crested Blue Pipit,song,B,10:30,04/14/2016,119,121,
314104,Rose-crested Blue Pipit,song,B,12:30,04/28/2016,128,116,
313778,Rose-crested Blue Pipit,song,B,11:45,04/24/2016,130,122,
313073,Rose-crested Blue Pipit,call,B,10:29,04/14/2016,133,120,
312968,Rose-crested Blue Pipit,call,B,07:12,04/19/2016,71,93,
312965,Rose-crested Blue Pipit,call,B,07:11,04/19/2016,125,117,
306344,Rose-crested Blue Pipit,song,B,19:00,03/06/2016,159,129,
306343,Rose-crested Blue Pipit,call,B,19:00,03/06/2016,111,115,
305761,Rose-crested Blue Pipit,song,B,10:30,02/28/2016,121,116,
304180,Rose-crested Blue Pipit,song,B,18:04,02/20/2016,71,138,
293918,Rose-crested Blue Pipit,"call, song",B,06:45,06/05/2015,109,114,
293913,Rose-crested Blue Pipit,call,B,07:00,06/05/2015,45,64,
291662,Rose-crested Blue Pipit,call,B,12:39,11/23/2015,152,119,
291091,Rose-crested Blue Pipit,call,B,13:50,05/16/2015,134,123,
291090,Rose-crested Blue Pipit,call,B,13:25,05/16/2015,137,109,
278041,Rose-crested Blue Pipit,call,B,15:37,05/26/2015,66,81,
277999,Rose-crested Blue Pipit,song,B,08:25,05/03/2015,123,129,
261402,Rose-crested Blue Pipit,call,B,11:30,07/18/2015,147,121,
256362,Rose-crested Blue Pipit,call,B,09:30,02/11/2015,137,138,
255560,Rose-crested Blue Pipit,call,B,07:50,03/10/2015,115,129,
233386,Rose-crested Blue Pipit,song,B,11:35,03/15/2015,130,114,
233384,Rose-crested Blue Pipit,song,B,11:29,03/15/2015,120,118,
232913,Rose-crested Blue Pipit,call,B,??:??,01/30/2010,126,109,
216670,Rose-crested Blue Pipit,"call, song",B,08:00,04/19/2009,136,166,
200110,Rose-crested Blue Pipit,call,B,09:28,10/25/2014,41,123,
191515,Rose-crested Blue Pipit,song,B,08:00,07/06/2014,125,110,
191476,Rose-crested Blue Pipit,song,B,08:30,07/03/2014,135,106,
191418,Rose-crested Blue Pipit,song,B,09:00,07/02/2014,136,126,
191417,Rose-crested Blue Pipit,call,B,09:00,07/02/2014,148,147,
191416,Rose-crested Blue Pipit,call,B,09:00,07/02/2014,127,116,
191415,Rose-crested Blue Pipit,call,B,09:00,07/02/2014,148,159,
182666,Rose-crested Blue Pipit,call,B,07:30,04/29/2014,128,119,
172485,Rose-crested Blue Pipit,song,B,20:50,05/08/2013,138,150,
171853,Rose-crested Blue Pipit,song,B,06:00,05/28/2010,148,151,
164634,Rose-crested Blue Pipit,call,B,09:00,01/12/2014,148,156,
164631,Rose-crested Blue Pipit,call,B,09:00,01/12/2014,142,150,
164499,Rose-crested Blue Pipit,song,B,??:??,05/03/1993,152,153,
164230,Rose-crested Blue Pipit,call,B,08:00,01/11/2014,147,155,
164203,Rose-crested Blue Pipit,call,B,06:00,04/30/2012,140,112,
162568,Rose-crested Blue Pipit,call,B,08:10,05/26/2013,135,158,
162565,Rose-crested Blue Pipit,call,B,21:16,05/25/2013,135,119,
162562,Rose-crested Blue Pipit,?,B,21:15,05/25/2013,161,159,
158163,Rose-crested Blue Pipit,call,B,10:30,12/18/2013,164,173,
149220,Rose-crested Blue Pipit,song,B,06:57,06/09/2013,146,158,
134979,Rose-crested Blue Pipit,song,B,07:00,05/06/2013,118,111,
125879,Rose-crested Blue Pipit,call,B,08:30,02/04/2013,62,153,
125878,Rose-crested Blue Pipit,call,B,08:30,02/04/2013,146,155,
113144,Rose-crested Blue Pipit,call,B,14:00,10/06/2012,113,110,
111776,Rose-crested Blue Pipit,call,B,13.58,10/22/2012,109,121,
91352,Rose-crested Blue Pipit,song,B,17:30,04/23/2010,149,156,
91351,Rose-crested Blue Pipit,song,B,17:30,04/23/2010,132,46,
80749,Rose-crested Blue Pipit,Song,B,09:58,05/14/2011,146,156,
68258,Rose-crested Blue Pipit,call,B,??:??,06/07/2005,128,120,
59000,Rose-crested Blue Pipit,song,B,14:30,06/14/2010,146,154,
53791,Rose-crested Blue Pipit,call,B,17:42,04/25/2010,140,115,
53789,Rose-crested Blue Pipit,song,B,17:30,04/20/2010,125,118,
43857,Rose-crested Blue Pipit,call,B,14:00,02/04/2010,134,152,
41282,Rose-crested Blue Pipit,call,B,11:00,10/12/2009,145,151,
34861,Rose-crested Blue Pipit,Song,B,10:45,05/23/2009,143,112,
16969,Rose-crested Blue Pipit,Song,B,??:??,05/07/2007,149,150,
11506,Rose-crested Blue Pipit,Song,B,??:??,02/27/2007,155,154,
11505,Rose-crested Blue Pipit,call,B,??:??,02/02/2007,153,158,
1201,Rose-crested Blue Pipit,song,B,??:??,06/20/1991,136,160,
406172,Rose-crested Blue Pipit,song,C,05:40,06/07/2017,147,113,
395927,Rose-crested Blue Pipit,call,C,12:30,11/23/2017,137,111,
378131,Rose-crested Blue Pipit,call,C,23:30,06/22/2017,131,119,
363136,Rose-crested Blue Pipit,call,C,09:00,04/04/2017,139,114,
295352,Rose-crested Blue Pipit,call,C,09:30,12/11/2015,129,117,
294798,Rose-crested Blue Pipit,call,C,08:00,12/12/2015,113,114,
288915,Rose-crested Blue Pipit,song,C,09:30,03/19/2015,120,111,
282616,Rose-crested Blue Pipit,song,C,06:52,04/07/2015,134,116,
278001,Rose-crested Blue Pipit,call,C,08:27,05/03/2015,143,115,
277998,Rose-crested Blue Pipit,song,C,08:20,05/03/2015,128,117,
237009,Rose-crested Blue Pipit,"call, song",C,09:30,04/21/2015,106,138,
237005,Rose-crested Blue Pipit,song,C,09:40,04/21/2015,127,117,
222806,Rose-crested Blue Pipit,song,C,08:10,02/15/2007,147,157,
222805,Rose-crested Blue Pipit,song,C,10:00,06/11/2000,148,154,
222804,Rose-crested Blue Pipit,song,C,12:00,04/18/2003,144,178,
222803,Rose-crested Blue Pipit,song,C,06:00,04/05/1998,125,116,
206618,Rose-crested Blue Pipit,song,C,15:00,05/24/2014,133,109,
182663,Rose-crested Blue Pipit,call,C,07:30,04/29/2014,131,125,
169033,Rose-crested Blue Pipit,call,C,10:00,09/09/2011,125,122,
161630,Rose-crested Blue Pipit,song,C,10:00,12/28/2013,130,120,
160293,Rose-crested Blue Pipit,song,C,06:58,05/04/2013,147,154,
150457,Rose-crested Blue Pipit,call,C,09:00,10/13/2013,161,141,
134755,Rose-crested Blue Pipit,song,C,11:00,05/24/2013,145,154,
125402,Rose-crested Blue Pipit,song,C,09:00,03/17/2013,151,166,
111777,Rose-crested Blue Pipit,call,C,10:34,10/22/2012,127,117,
91847,Rose-crested Blue Pipit,song,C,08:00,12/01/2011,80,125,
91845,Rose-crested Blue Pipit,call,C,08:00,12/01/2011,132,150,
63086,Rose-crested Blue Pipit,call,C,08:46,10/09/2010,138,161,
56867,Rose-crested Blue Pipit,Song,C,13:03,06/25/2010,135,120,
18969,Rose-crested Blue Pipit,song,C,08:00,12/22/2007,99,127,
371525,Rose-crested Blue Pipit,"call, song",D,14:59,04/23/2017,109,134,
345551,Rose-crested Blue Pipit,song,D,09:34,02/10/2016,124,111,
325274,Rose-crested Blue Pipit,song,D,20:30,06/23/2016,140,114,
174364,Rose-crested Blue Pipit,song,D,12:00,04/13/2014,130,139,
28993,Rose-crested Blue Pipit,song,D,??:??,05/06/2007,122,129,
18970,Rose-crested Blue Pipit,song,D,08:00,12/22/2007,104,123,
306340,Rose-crested Blue Pipit,song,E,13:00,03/08/2016,104,124,
347750,Blue-collared Zipper,call,no score,16:00,08/21/2016,46,62,
325753,Blue-collared Zipper,call,no score,07:00,08/31/2011,24,139,
176506,Blue-collared Zipper,call,no score,16:17,09/26/2010,46,62,
374413,Blue-collared Zipper,call,A,16:49,02/03/2017,60,71,2
347893,Blue-collared Zipper,"call, song",A,09:30,12/21/2013,44,63,
341352,Blue-collared Zipper,song,A,08:00,02/22/2016,152,34,
274462,Blue-collared Zipper,call,A,17:05,03/15/2010,60,76,
260444,Blue-collared Zipper,call,A,??:??,03/04/1998,43,74,
257777,Blue-collared Zipper,call,A,??:??,11/01/1996,43,67,
239025,Blue-collared Zipper,call,A,??:??,11/29/1990,47,64,
239023,Blue-collared Zipper,call,A,06:30,02/22/1996,147,153,
239022,Blue-collared Zipper,call,A,06:40,12/19/1991,44,66,
239019,Blue-collared Zipper,call,A,06:24,12/11/1990,68,151,
239018,Blue-collared Zipper,call,A,07:30,11/15/1992,49,61,
230054,Blue-collared Zipper,call,A,11:00,04/16/2003,32,135,
189831,Blue-collared Zipper,call,A,18:30,07/31/2014,84,138,
183581,Blue-collared Zipper,call,A,18:00,05/24/2014,31,136,
167890,Blue-collared Zipper,"call, song",A,16:00,01/22/2014,137,36,
116387,Blue-collared Zipper,call,A,16:50,10/04/2012,150,144,
48782,Blue-collared Zipper,Song,A,??:??,03/28/2005,46,64,
30074,Blue-collared Zipper,call,A,??:??,06/10/2004,64,147,
6135,Blue-collared Zipper,song,A,??:??,03/25/2005,47,64,
3371,Blue-collared Zipper,call,A,10:37,06/06/1996,32,138,
273667,Blue-collared Zipper,call,B,16:00,01/02/2010,45,65,
254122,Blue-collared Zipper,call,B,00:00,03/14/2003,84,140,
251570,Blue-collared Zipper,call,B,12:30,11/27/2004,129,120,
251569,Blue-collared Zipper,call,B,12:10,11/27/2004,49,61,
251568,Blue-collared Zipper,call,B,13:20,11/10/2004,80,132,
239021,Blue-collared Zipper,call,B,06:38,12/19/1991,92,121,
239020,Blue-collared Zipper,call,B,06:39,09/04/1991,45,64,
230060,Blue-collared Zipper,call,B,17:00,06/05/2000,45,65,
230059,Blue-collared Zipper,call,B,17:00,06/05/2000,56,58,
230058,Blue-collared Zipper,call,B,10:45,04/16/2003,47,63,
230057,Blue-collared Zipper,call,B,16:00,04/19/1997,139,45,
230056,Blue-collared Zipper,call,B,18:00,07/28/2000,67,156,
230055,Blue-collared Zipper,call,B,16:00,02/14/2006,45,66,
211636,Blue-collared Zipper,call,B,14:30,12/16/2014,50,63,
181434,Blue-collared Zipper,song,B,16:30,11/16/2013,46,70,
166768,Blue-collared Zipper,call,B,10:00,01/22/2014,46,65,
146158,Blue-collared Zipper,song,B,11:00,02/21/2013,47,66,
122690,Blue-collared Zipper,call,B,08:00,01/28/2013,45,65,
116386,Blue-collared Zipper,call,B,16:50,10/04/2012,46,64,
95988,Blue-collared Zipper,song,B,09:33,02/13/2012,50,56,
85427,Blue-collared Zipper,call,B,15:50,10/30/2002,47,65,
74792,Blue-collared Zipper,call,B,18:20,08/01/1997,46,35,
74191,Blue-collared Zipper,song,B,15:20,10/03/2006,82,138,
52081,Blue-collared Zipper,song,B,??:??,03/29/2005,31,58,
44224,Blue-collared Zipper,?,B,??:??,12/01/2007,73,140,
41940,Blue-collared Zipper,song,B,??:??,11/02/2009,46,60,
24011,Blue-collared Zipper,song,B,13:00,10/18/2008,50,59,
13297,Blue-collared Zipper,call,B,??:??,02/25/2003,129,58,
326954,Blue-collared Zipper,call,C,08:00,04/25/2016,45,65,
251567,Blue-collared Zipper,call,C,12:00,03/11/2007,50,60,
251566,Blue-collared Zipper,call,C,14:00,09/12/2005,53,61,
230061,Blue-collared Zipper,call,C,09:00,01/05/2008,143,111,
162080,Blue-collared Zipper,call,C,16:11,12/10/2013,47,62,
158745,Blue-collared Zipper,call,C,09:30,12/16/2013,45,67,
131815,Blue-collared Zipper,call,C,11:00,12/17/2007,85,105,
113765,Blue-collared Zipper,song,C,11:00,09/16/2011,125,116,
95987,Blue-collared Zipper,song,C,09:33,02/13/2012,44,64,
61917,Blue-collared Zipper,call,C,06:28,08/24/2010,120,113,
15843,Blue-collared Zipper,call,C,11:15,08/15/2007,49,57,
12273,Blue-collared Zipper,call,C,13:33,04/08/2003,23,138,
8370,Blue-collared Zipper,call,C,16:00,09/26/2006,48,63,
339830,Blue-collared Zipper,call,D,10:37,10/08/2003,31,136,
326977,Blue-collared Zipper,call,D,11:30,05/27/2016,95,141,
112599,Blue-collared Zipper,song,D,06:04,10/23/2012,45,68,
394751,Bombadil,"call, song",A,06:50,07/03/2017,79,144,
389979,Bombadil,call,A,09:34,05/27/2017,86,136,
388172,Bombadil,song,A,17:31,05/20/2017,69,154,
381414,Bombadil,song,A,17:04,06/01/2017,78,136,
381413,Bombadil,song,A,17:03,06/01/2017,78,156,
373488,Bombadil,song,A,15:30,06/01/2017,69,154,
372594,Bombadil,song,A,07:00,05/20/2017,69,150,
333314,Bombadil,song,A,16:03,06/25/2016,80,137,
318350,Bombadil,song,A,17:25,05/24/2016,67,144,3
318349,Bombadil,song,A,17:23,05/24/2016,144,43,
317206,Bombadil,call,A,02:30,05/14/2016,71,143,
314298,Bombadil,song,A,12:30,04/30/2016,66,154,
313482,Bombadil,song,A,11:30,04/23/2016,68,144,
296888,Bombadil,"call, song",A,09:42,05/18/2012,71,143,
296886,Bombadil,song,A,11:57,05/18/2011,74,133,
296883,Bombadil,song,A,13:21,05/29/2011,78,156,
292085,Bombadil,song,A,17:00,05/18/2008,58,165,
246112,Bombadil,song,A,18:45,05/26/2015,77,135,
206157,Bombadil,song,A,05:00,06/13/2014,66,154,
185815,Bombadil,song,A,20:30,06/06/2014,70,160,
185814,Bombadil,song,A,20:26,06/06/2014,58,86,
185812,Bombadil,song,A,20:17,06/06/2014,57,154,
185521,Bombadil,song,A,05:18,06/06/2014,66,135,
185518,Bombadil,song,A,05:24,06/06/2014,70,140,
182689,Bombadil,call,A,11:35,05/25/2014,69,155,
180230,Bombadil,song,A,18:00,05/28/2014,85,145,
178244,Bombadil,"call, song",A,10:00,05/14/2014,64,152,
177472,Bombadil,song,A,06:00,05/06/2014,67,154,
177471,Bombadil,song,A,06:00,05/06/2014,73,144,
160543,Bombadil,song,A,07:42,05/21/2013,65,134,
155548,Bombadil,song,A,07:30,05/19/2013,64,146,
147289,Bombadil,call,A,08:44,09/04/2013,74,156,
100089,Bombadil,song,A,09:30,04/22/2012,81,164,
59146,Bombadil,Song,A,08:40,05/07/2010,67,161,
59127,Bombadil,Song,A,14:20,05/04/2010,68,160,
50596,Bombadil,song,A,??:??,02/12/2007,86,131,
48651,Bombadil,song,A,11:00,05/04/2010,67,153,
48268,Bombadil,song,A,10:40,05/02/2010,83,135,
48028,Bombadil,Song,A,??:??,0/0/0000,71,138,
48027,Bombadil,Song,A,??:??,0/0/0000,83,138,
13792,Bombadil,song,A,05:45,06/09/2007,84,179,
388171,Bombadil,call,B,17:28,05/20/2017,72,142,
337963,Bombadil,call,B,09:01,07/01/2016,74,141,
337962,Bombadil,call,B,08:50,07/01/2016,35,81,
328931,Bombadil,song,B,10:00,06/09/2015,80,146,
326730,Bombadil,call,B,07:32,06/18/2016,61,158,
319716,Bombadil,song,B,15:00,05/29/2016,69,155,
317040,Bombadil,song,B,15:00,05/07/2016,73,142,
314099,Bombadil,song,B,10:30,04/28/2016,74,136,
313534,Bombadil,song,B,09:00,04/22/2016,83,139,
296892,Bombadil,call,B,08:35,05/18/2012,65,149,
296887,Bombadil,"call, song",B,11:53,05/18/2011,77,140,
296884,Bombadil,"call, song",B,12:46,05/18/2011,75,130,
278928,Bombadil,call,B,06:30,09/10/2015,75,136,
278925,Bombadil,call,B,08:38,09/12/2015,58,163,
278828,Bombadil,call,B,07:07,09/12/2015,57,158,
278827,Bombadil,call,B,07:04,09/12/2015,72,154,
254449,Bombadil,"call, song",B,18:00,06/28/2015,67,153,
253399,Bombadil,song,B,08:07,05/31/2015,77,150,
246110,Bombadil,song,B,18:00,05/26/2015,74,165,
237361,Bombadil,song,B,09:30,04/26/2015,68,163,
206183,Bombadil,song,B,06:00,06/13/2014,58,131,
199590,Bombadil,call,B,07:00,07/18/2014,84,152,
185821,Bombadil,song,B,20:56,06/06/2014,70,155,
185819,Bombadil,"call, song",B,20:19,06/06/2014,89,158,
185817,Bombadil,song,B,21:29,06/06/2014,82,148,
179962,Bombadil,call,B,10:25,05/24/2014,72,154,
179961,Bombadil,song,B,10:13,05/24/2014,61,163,
179960,Bombadil,call,B,10:03,05/24/2014,73,152,
160803,Bombadil,song,B,17:51,06/21/2013,67,156,
160622,Bombadil,song,B,05:34,05/28/2013,56,130,
153879,Bombadil,call,B,07:00,07/23/2013,72,140,
153344,Bombadil,song,B,05:00,06/10/2013,71,156,
153038,Bombadil,song,B,07:00,06/26/2013,57,151,
153037,Bombadil,song,B,08:00,06/25/2013,85,156,
101450,Bombadil,song,B,11:10,05/10/2012,75,143,
101449,Bombadil,song,B,10:55,05/10/2012,104,131,
100088,Bombadil,song,B,09:30,04/22/2012,68,152,
100087,Bombadil,song,B,09:30,04/22/2012,75,149,
100086,Bombadil,song,B,09:30,04/22/2012,71,151,
95114,Bombadil,Call,B,19:15,08/08/2011,79,147,
67480,Bombadil,Song,B,11:37,05/23/2010,68,154,
50610,Bombadil,song,B,??:??,03/15/2006,71,162,
50609,Bombadil,song,B,??:??,03/16/2007,70,144,
50608,Bombadil,song,B,??:??,03/15/2006,68,155,
50607,Bombadil,song,B,??:??,03/15/2006,70,166,
50606,Bombadil,song,B,??:??,03/11/2005,75,135,
50605,Bombadil,song,B,??:??,03/27/2005,72,140,
50604,Bombadil,song,B,??:??,03/10/2006,89,138,
50603,Bombadil,song,B,??:??,03/15/2006,48,56,
50602,Bombadil,song,B,??:??,02/12/2007,66,170,
50601,Bombadil,song,B,??:??,03/18/2006,69,165,
50600,Bombadil,song,B,??:??,03/15/2006,91,140,
50599,Bombadil,song,B,??:??,03/15/2006,74,139,
50598,Bombadil,song,B,??:??,03/10/2005,80,145,
50597,Bombadil,song,B,??:??,03/15/2006,61,134,
50595,Bombadil,song,B,??:??,03/14/2006,76,172,
50594,Bombadil,song,B,??:??,03/15/2006,72,148,
50593,Bombadil,song,B,??:??,03/15/2006,72,155,
50592,Bombadil,song,B,??:??,03/15/2006,72,149,
50591,Bombadil,song,B,??:??,02/12/2007,60,119,
50590,Bombadil,song,B,??:??,03/15/2006,73,141,
50589,Bombadil,song,B,??:??,03/10/2006,48,57,
50588,Bombadil,song,B,??:??,03/15/2006,81,139,
50587,Bombadil,song,B,??:??,03/10/2006,136,125,
50586,Bombadil,song,B,??:??,02/12/2007,90,111,
48029,Bombadil,Song,B,??:??,0/0/0000,65,142,
31206,Bombadil,call,B,??:??,06/19/2008,84,139,
31205,Bombadil,Call,B,??:??,06/19/2008,78,137,
31204,Bombadil,Song,B,??:??,06/13/2008,82,138,
31203,Bombadil,"Call, song",B,??:??,06/13/2008,69,152,
31202,Bombadil,Song,B,??:??,06/13/2008,74,134,
31049,Bombadil,Song,B,??:??,05/29/2008,74,141,
31047,Bombadil,Song,B,??:??,05/29/2008,71,156,
13791,Bombadil,song,B,07:10,06/03/2007,75,98,
1366,Bombadil,song,B,??:??,04/29/2003,84,142,
356871,Bombadil,song,C,16:30,06/25/2015,72,165,
337964,Bombadil,call,C,09:07,07/01/2016,92,134,
337314,Bombadil,song,C,15:15,05/29/2015,73,158,
318258,Bombadil,call,C,03:30,05/17/2016,73,140,
315032,Bombadil,call,C,07:07,04/24/2016,69,147,
296896,Bombadil,"call, song",C,08:33,05/18/2012,70,130,
296885,Bombadil,call,C,12:46,05/18/2011,73,141,
180228,Bombadil,song,C,18:00,05/28/2014,72,138,
137968,Bombadil,song,C,07:00,06/09/2013,81,129,
131789,Bombadil,song,C,09:00,04/22/2013,66,144,
100143,Bombadil,song,C,16:35,04/30/2012,77,133,
31207,Bombadil,Call,C,??:??,06/19/2008,66,150,
31046,Bombadil,Song,C,??:??,05/29/2008,69,155,
31042,Bombadil,Call,C,??:??,05/29/2008,78,155,
31041,Bombadil,Call,C,??:??,05/29/2008,78,137,
246111,Bombadil,song,D,18:20,05/26/2015,64,131,
216402,Bombadil,call,D,09:22,09/14/2013,71,163,
216399,Bombadil,call,D,09:22,09/14/2013,71,157,
176638,Bombadil,call,D,12:30,10/12/2013,65,148,
83740,Bombadil,"call, song",D,09:45,03/27/2011,47,58,
31044,Bombadil,"Call, song",D,??:??,05/29/2008,41,63,
132418,Bombadil,song,E,18:10,05/03/2013,88,142,
101415,Bombadil,call,E,20:00,05/13/2012,64,158,
43642,Bombadil,song,E,07:30,06/20/2009,78,154,
379541,Broad-winged Jojo,song,no score,11:30,07/01/2017,55,74,
379335,Broad-winged Jojo,song,no score,15:31,07/01/2017,55,80,
387362,Broad-winged Jojo,call,A,08:31,07/28/2013,53,87,
371463,Broad-winged Jojo,"call, song",A,06:30,05/14/2017,61,75,
317055,Broad-winged Jojo,"call, song",A,07:30,05/16/2016,63,91,
317045,Broad-winged Jojo,call,A,16:30,05/15/2016,60,78,
278203,Broad-winged Jojo,?,A,17:46,06/10/2015,69,90,
278201,Broad-winged Jojo,?,A,17:45,06/10/2015,66,90,
262816,Broad-winged Jojo,call,A,08:00,07/18/2015,40,132,
192537,Broad-winged Jojo,call,A,08:14,06/14/2014,42,86,
192536,Broad-winged Jojo,call,A,08:34,06/14/2014,56,145,
184319,Broad-winged Jojo,call,A,07:00,06/28/2014,61,76,
182068,Broad-winged Jojo,"call, song",A,08:00,05/22/2014,54,76,
140782,Broad-winged Jojo,call,A,06:35,06/27/2013,55,78,
139568,Broad-winged Jojo,call,A,08:00,06/23/2013,92,133,
135669,Broad-winged Jojo,"call, song",A,10:30,05/26/2013,61,75,
80335,Broad-winged Jojo,song,A,08:24,06/07/2011,56,83,
59092,Broad-winged Jojo,Call,A,??:??,07/31/2010,142,47,4
